ID,Author,Group,Year,Focal_insect,Focal_insect_resolved_name,F_Guild,Focal_insect_diet_breadth,Competing_insect,Competing_insect_resolved_name,C_Guild,Competing_insect_diet_breadth,Host_plant,Phylogenetic_distance_between_focal_insect_and_competing_insect,Spatial_separation,temporal_separation,Fitness_component,Control_mean,Control_standard_error,Control_standard_deviation,Control_sample_size,Experimental_mean,Experimental_standard_error,Experimental_standard_deviation,Experimental_sample_size,yi_g,vi
94,Anderson_1,Anderson,1996,Ephestia_kuehniella,NA,Chewer,NA,Plodia_interpunctella,NA,Chewer,18,no host,NA,no separation,no separation,Oviposition,5.733,NA,NA,13,7.345,NA,NA,13,0.302172302,0.229575321
95,Anderson_1,Anderson,1996,Ephestia_kuehniella,NA,Chewer,NA,Plodia_interpunctella,NA,Chewer,18,no host,NA,no separation,no separation,Oviposition,6.171,NA,NA,11,4.851,NA,NA,11,-0.292318843,0.27103825
96,Anderson_1,Anderson,1996,Ephestia_kuehniella,NA,Chewer,NA,Plodia_interpunctella,NA,Chewer,18,no host,NA,no separation,no separation,Oviposition,11.04,NA,NA,15,3.96,NA,NA,15,-1.242764867,0.252051396
97,Anderson_1,Anderson,1996,Ephestia_kuehniella,NA,Chewer,NA,Plodia_interpunctella,NA,Chewer,18,no host,NA,no separation,no separation,Oviposition,12.337,NA,NA,13,5.655,NA,NA,13,-1.930341131,0.698745384
98,Anderson_1,Anderson,1996,Ephestia_kuehniella,NA,Chewer,NA,Plodia_interpunctella,NA,Chewer,18,no host,NA,no separation,no separation,Oviposition,6.795,NA,NA,15,8.37,NA,NA,15,0.255518641,0.198107554
99,Anderson_1,Anderson,1996,Ephestia_kuehniella,NA,Chewer,NA,Plodia_interpunctella,NA,Chewer,18,no host,NA,no separation,no separation,Oviposition,14.742,NA,NA,18,16.506,NA,NA,18,0.541018068,0.405766114
100,Anderson_1,Anderson,1996,Ephestia_kuehniella,NA,Chewer,NA,Plodia_interpunctella,NA,Chewer,18,no host,NA,no separation,no separation,Oviposition,4.65,NA,NA,15,10.41,NA,NA,15,0.981215854,0.229788255
101,Anderson_1,Anderson,1996,Ephestia_kuehniella,NA,Chewer,NA,Plodia_interpunctella,NA,Chewer,18,no host,NA,no separation,no separation,Oviposition,1.5584,NA,NA,16,14.496,NA,NA,16,2.722544122,0.530691037
102,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,4.875,NA,NA,15,10.215,NA,NA,15,0.902581038,0.224343546
103,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,4.131,NA,NA,17,12.988,NA,NA,17,1.400628966,0.237290962
104,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,6.752,NA,NA,16,9.36,NA,NA,16,0.398728413,0.188677969
105,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,5.328,NA,NA,12,6.828,NA,NA,12,0.30467641,0.248805273
106,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,7.514,NA,NA,13,5.655,NA,NA,13,-0.349120154,0.23079845
107,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,4.368,NA,NA,12,7.74,NA,NA,12,0.700107408,0.265897423
108,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,4.68,NA,NA,15,10.56,NA,NA,15,1.004366395,0.231587377
109,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,3.64,NA,NA,14,10.57,NA,NA,14,1.316017027,0.278201264
110,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,9.492,NA,NA,14,4.732,NA,NA,14,-0.858676002,0.237430676
111,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,8.347,NA,NA,17,8.755,NA,NA,17,0.05819509,0.172957374
112,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,8.79,NA,NA,15,6.33,NA,NA,15,-0.401225679,0.201327594
113,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,9.384,NA,NA,17,7.803,NA,NA,17,-0.226135686,0.174381573
114,Anderson_1,Anderson,1996,Plodia_interpunctella,NA,Chewer,NA,Ephestia_kuehniella,NA,Chewer,15,no host,NA,no separation,no separation,Oviposition,6.752,NA,NA,16,9.376,NA,NA,16,0.401225679,0.18874462
115,Anderson_2,Anderson,2011,Spodoptera_littoralis,"Spodoptera littoralis Boisduval, 1833",Chewer,51,Agriotes_lineatus,"Agriotes lineatus (Linnaeus, 1767) ",Chewer,12,Gossypium hirsutum,NA,spatial separation,incomplete,Fecundity,42.4,17.1,54.07494799,10,20.6,10.1,31.93900437,10,0.470107543,0.205525028
116,Anderson_2,Anderson,2011,Spodoptera_littoralis,"Spodoptera littoralis Boisduval, 1833",Chewer,51,Spodoptera_littoralis,"Spodoptera littoralis Boisduval, 1833",Chewer,51,Gossypium hirsutum,NA,spatial separation,incomplete,Feeding_preference,12.03,NA,NA,16,11.02,NA,NA,16,-0.190518499,0.23014215
117,Anderson_2,Anderson,2011,Spodoptera_littoralis,"Spodoptera littoralis Boisduval, 1833",Chewer,51,Agriotes_lineatus,"Agriotes lineatus (Linnaeus, 1767) ",Chewer,12,Gossypium hirsutum,NA,spatial separation,incomplete,Feeding_preference,12.03,NA,NA,16,2.1,NA,NA,16,-1.817326625,0.32438847
118,Anderson_2,Anderson,2011,Spodoptera_littoralis,"Spodoptera littoralis Boisduval, 1833",Chewer,51,Agriotes_lineatus,"Agriotes lineatus (Linnaeus, 1767) ",Chewer,12,Gossypium hirsutum,NA,spatial separation,incomplete,Feeding_preference,11.02,NA,NA,16,2.1,NA,NA,16,-1.626808126,0.308422493
122,Ando,Ohgushi,2008,Parasaissetia_nigra,"Parasaissetia nigra (Nietner, 1861)",Sucker,93,Uroleucon_nigrotuberculatum,"Uroleucon nigrotuberculatum (Olive, 1963)",Sucker,2,Solidago altissima,580.878144,spatial separation,complete,Abundance,20,6.2,21.47743001,12,5.04,1.46,5.057588358,12,0.925710061,0.184519565
123,Ando,Ohgushi,2008,Atractomorpha_lata,NA,Chewer,NA,Uroleucon_nigrotuberculatum,"Uroleucon nigrotuberculatum (Olive, 1963)",Sucker,2,Solidago altissima,715.520402,spatial separation,complete,Survival,6.72,NA,NA,16,1.504,NA,NA,16,-1.177558262,0.363800297
124,Ando,Ohgushi,2008,Atractomorpha_lata,NA,Chewer,NA,Uroleucon_nigrotuberculatum,"Uroleucon nigrotuberculatum (Olive, 1963)",Sucker,2,Solidago altissima,715.520402,spatial separation,complete,Abundance,1.2,0.3,0.848528137,8,3.8,0.2,0.565685425,8,-3.408283378,0.613012362
125,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Agropyron desertorum,0,no separation,no separation,Abundance,59.7,7.2,27.88548009,15,94.2,7.8,30.2092701,15,-1.154642618,0.155553326
126,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,59.7,7.2,27.88548009,15,36.3,4.3,16.65382839,15,0.991282538,0.149710685
127,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,94.2,7.8,30.2092701,15,91.9,9.7,37.56793846,15,0.065646561,0.133405158
128,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,94.2,7.8,30.2092701,15,36.3,4.3,16.65382839,15,2.309466909,0.22222729
129,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,371.2,67,259.4898842,15,431.7,86.8,336.1749545,15,-0.196018257,0.133973719
130,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,0.4,0.1,0.387298335,15,7.9,2.9,11.2316517,15,-0.91824194,0.147386138
131,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,371.2,67,259.4898842,15,192.7,52.9,204.880819,15,0.742854102,0.142530537
132,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,0.4,0.1,0.387298335,15,14,6.8,26.33628675,15,-0.710452337,0.141745709
133,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,431.7,86.8,336.1749545,15,405.9,144.3,558.8714969,15,0.054430652,0.133382712
134,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,7.9,2.9,11.2316517,15,45.6,20.2,78.23426359,15,-0.656314236,0.140512473
135,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,431.7,86.8,336.1749545,15,192.7,52.9,204.880819,15,0.835302823,0.14496218
136,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,7.9,2.9,11.2316517,15,14,6.8,26.33628675,15,-0.293147813,0.134765594
137,Bergeson,Messina,1997,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,0,no separation,no separation,Abundance,624,240.1,929.9033014,15,806.1,164.6,637.4930588,15,-0.222236109,0.134156481
138,Bergeson,Messina,1997,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,0,no separation,no separation,Abundance,43.2,26.5,102.6340587,15,11.9,4.8,18.59032006,15,0.412895738,0.136174715
139,Bergeson,Messina,1997,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Agropyron desertorum,68.361414,no separation,no separation,Abundance,624,240.1,929.9033014,15,426.9,150.5,582.8839936,15,0.247107237,0.134351033
140,Bergeson,Messina,1997,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Agropyron desertorum,68.361414,no separation,no separation,Abundance,43.2,26.5,102.6340587,15,21.5,7.4,28.66007676,15,0.280195291,0.134641823
141,Bergeson,Messina,1997,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Agropyron desertorum,68.361414,no separation,no separation,Abundance,806.1,164.6,637.4930588,15,874.4,222.1,860.1896012,15,-0.087773746,0.133461737
142,Bergeson,Messina,1997,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Agropyron desertorum,68.361414,no separation,no separation,Abundance,11.9,4.8,18.59032006,15,59.4,24.8,96.04998699,15,-0.668048435,0.140771479
143,Bergeson,Messina,1997,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Agropyron desertorum,68.361414,no separation,no separation,Abundance,806.1,164.6,637.4930588,15,426.9,150.5,582.8839936,15,0.604021586,0.139414035
144,Bergeson,Messina,1997,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Agropyron desertorum,68.361414,no separation,no separation,Abundance,11.9,4.8,18.59032006,15,21.5,7.4,28.66007676,15,-0.386663646,0.135825146
145,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,1263,273.6,1059.648244,15,2219.8,259.8,1006.201073,15,-0.900927331,0.146861168
146,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,604.7,141.9,549.5763368,15,1090.6,211.2,817.9740827,15,-0.678436081,0.141004592
147,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,1263,273.6,1059.648244,15,467.5,88,340.8225345,15,0.983330577,0.149448984
148,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,604.7,141.9,549.5763368,15,485.1,84.1,325.7178994,15,0.257591439,0.134439222
149,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,2219.8,259.8,1006.201073,15,467.5,88,340.8225345,15,2.269529642,0.219179413
150,Bergeson,Messina,1997,Diuraphis_noxia,"Diuraphis noxia (Kurdjumov, 1913)",Sucker,1,Rhopalosiphum_padi,"Rhopalosiphum padi (Linnaeus, 1758)",Sucker,31,Agropyron desertorum,68.361414,no separation,no separation,Abundance,1090.6,211.2,817.9740827,15,485.1,84.1,325.7178994,15,0.946263646,0.148256915
151,Bezemer,Bezemer,2003,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Gossypium herbaceum,0,spatial separation,complete,RGR,0.1,0.008,0.025298221,10,0.061,0.027,0.085381497,10,0.593127696,0.208795012
152,Bezemer,Bezemer,2003,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Agriotes_lineatus,"Agriotes lineatus (Linnaeus, 1767) ",Chewer,12,Gossypium herbaceum,386.686113,spatial separation,incomplete,RGR,0.1,0.008,0.025298221,10,0.031,0.023,0.072732386,10,1.213506018,0.236814921
153,Bezemer,Bezemer,2003,Spodoptera_exigua,"Spodoptera exigua Hübner, 1803/08",Chewer,19,Agriotes_lineatus,"Agriotes lineatus (Linnaeus, 1767) ",Chewer,12,Gossypium herbaceum,386.686113,spatial separation,incomplete,RGR,0.061,0.027,0.085381497,10,0.031,0.023,0.072732386,10,0.362243937,0.203280517
157,Blitzer,Blitzer,2011,Calycomyza_platyptera,"Calycomyza platyptera (Thomson, 1869)",Internal_feeder,NA,Liriomyza_helianthi,"Liriomyza helianthi Spencer, 1981",Internal_feeder,Not found,Helianthus annuus and Xanthium strumarium,NA,no separation,no separation,Survival,1.452,NA,NA,8,0.5664,NA,NA,8,-0.64742258,1.006973248
158,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Solanum tuberosum,0,spatial separation,complete,Feeding_preference,103.54,NA,NA,167,64.295,NA,NA,167,-0.580561914,0.018624791
159,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,complete,Feeding_preference,57.615,NA,NA,167,110.053,NA,NA,167,0.7878375,0.019520783
160,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,complete,Feeding_preference,58.101,NA,NA,181,123.08,NA,NA,181,0.910879883,0.018636606
161,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Solanum tuberosum,0,spatial separation,complete,Survival,18.589,NA,NA,29,21.373,NA,NA,29,0.273167752,0.120385183
162,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Solanum tuberosum,0,spatial separation,incomplete,Survival,18.589,NA,NA,29,24.66,NA,NA,30,0.575908955,0.138719899
163,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,complete,Survival,18.589,NA,NA,29,14.769,NA,NA,27,-0.237060843,0.109941731
164,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,incomplete,Survival,18.589,NA,NA,29,21.576,NA,NA,29,0.295246377,0.121540341
165,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,complete,Survival,21.373,NA,NA,29,14.769,NA,NA,27,-0.510228596,0.120246101
166,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,incomplete,Survival,24.66,NA,NA,30,21.576,NA,NA,29,-0.280662578,0.150179426
167,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Solanum tuberosum,0,spatial separation,complete,Development_time,-11.4,0.4,2.154065923,29,-12,0.3,1.615549442,29,0.310892768,0.069798744
168,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Solanum tuberosum,0,spatial separation,incomplete,Development_time,-11.4,0.4,2.154065923,29,-11.9,0.3,1.643167673,30,0.258145218,0.068380829
169,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,complete,Development_time,-11.4,0.4,2.154065923,29,-10.3,0.3,1.558845727,27,-0.573576099,0.074457202
170,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,incomplete,Development_time,-11.4,0.4,2.154065923,29,-11,0.4,2.154065923,29,-0.18319532,0.069254832
171,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,complete,Development_time,-12,0.3,1.615549442,29,-10.3,0.3,1.558845727,27,-1.055247244,0.081462177
172,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,incomplete,Development_time,-11.9,0.3,1.643167673,30,-11,0.4,2.154065923,29,-0.464661393,0.069645839
173,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Solanum tuberosum,0,spatial separation,complete,Fecundity,1.87,0.15,0.807774721,29,0.177,0.14,0.753923073,29,2.137692744,0.108359744
174,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Solanum tuberosum,0,spatial separation,incomplete,Fecundity,1.87,0.15,0.807774721,29,1.89,0.11,0.602494813,30,-0.027765895,0.067822625
175,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,complete,Fecundity,1.87,0.15,0.807774721,29,2.02,0.18,0.935307436,27,-0.169711182,0.071776955
176,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,incomplete,Fecundity,1.87,0.15,0.807774721,29,1.95,0.13,0.700071425,29,-0.104417009,0.069059508
177,Brunissen,Brunissen,2009,Macrosiphum_euphorbiae,"Macrosiphum euphorbiae (Thomas, 1878)",Sucker,119,Myzus_persicae,"Myzus persicae (Sulzer, 1776)",Sucker,165,Solanum tuberosum,46.600783,spatial separation,complete,Fecundity,0.177,0.14,0.753923073,29,2.02,0.18,0.935307436,27,-2.147750891,0.112705813
